FULL_step_teacher,FULL_reward_teacher,FULL_step_student,FULL_reward_student,INT_step_teacher,INT_reward_teacher,INT_step_student,INT_reward_student,EXT_step_teacher,EXT_reward_teacher,EXT_step_student,EXT_reward_student
6203,1674.3780517578125,6203,1660.3406982421875,6203,1392.7275390625,6203,1370.4696044921875,6203,1633.9390869140625,6203,1671.272216796875
6204,1688.9248046875,6204,1708.178466796875,6204,1418.683349609375,6204,1388.3670654296875,6204,1629.427001953125,6204,1693.2618408203125
6205,1751.2213134765625,6205,1740.71142578125,6205,1428.335693359375,6205,1376.504150390625,6205,1682.20166015625,6205,1678.6544189453125
6206,1774.6004638671875,6206,1750.2103271484375,6206,1451.0714111328125,6206,1357.7352294921875,6206,1706.0062255859375,6206,1720.212158203125
6207,1777.8798828125,6207,1751.9390869140625,6207,1407.917724609375,6207,1341.8167724609375,6207,1700.80029296875,6207,1735.737060546875
6208,1739.9521484375,6208,1718.9527587890625,6208,1435.1705322265625,6208,1367.400146484375,6208,1696.385986328125,6208,1732.119384765625
6209,1708.2913818359375,6209,1735.1842041015625,6209,1473.3878173828125,6209,1374.5184326171875,6209,1661.9068603515625,6209,1748.4287109375
6210,1730.862060546875,6210,1704.1475830078125,6210,1462.2003173828125,6210,1346.4715576171875,6210,1598.74365234375,6210,1676.3402099609375
6211,1749.600341796875,6211,1767.6646728515625,6211,1438.75390625,6211,1401.904296875,6211,1524.8978271484375,6211,1673.517822265625
6212,1760.11328125,6212,1744.499755859375,6212,1479.9793701171875,6212,1391.635986328125,6212,1488.58447265625,6212,1635.5189208984375
6213,1774.9576416015625,6213,1741.2987060546875,6213,1444.0904541015625,6213,1359.0419921875,6213,1580.1180419921875,6213,1671.116455078125
6214,1763.983642578125,6214,1737.27685546875,6214,1499.8199462890625,6214,1366.54052734375,6214,1678.760986328125,6214,1682.6611328125
6215,1683.0552978515625,6215,1715.59814453125,6215,1485.799560546875,6215,1351.3321533203125,6215,1672.486328125,6215,1665.6820068359375
6216,1744.8428955078125,6216,1730.768310546875,6216,1435.3104248046875,6216,1368.72802734375,6216,1633.4371337890625,6216,1671.9239501953125
6217,1792.9012451171875,6217,1732.32568359375,6217,1401.197021484375,6217,1378.5316162109375,6217,1622.9490966796875,6217,1669.026123046875
6218,1753.1693115234375,6218,1741.89013671875,6218,1377.7337646484375,6218,1346.8236083984375,6218,1609.741455078125,6218,1714.2635498046875
6219,1691.106201171875,6219,1734.701416015625,6219,1327.6116943359375,6219,1347.1168212890625,6219,1573.8226318359375,6219,1722.2840576171875
6220,1716.2591552734375,6220,1750.639892578125,6220,1336.8992919921875,6220,1360.2435302734375,6220,1553.1123046875,6220,1719.415283203125
6221,1742.068603515625,6221,1733.3955078125,6221,1427.6212158203125,6221,1302.4935302734375,6221,1657.822509765625,6221,1708.5989990234375
6222,1748.4610595703125,6222,1730.5706787109375,6222,1399.4599609375,6222,1299.8990478515625,6222,1752.825439453125,6222,1723.3843994140625
6223,1754.4722900390625,6223,1704.4154052734375,6223,1472.2099609375,6223,1308.6043701171875,6223,1703.662841796875,6223,1708.37890625
6224,1721.62939453125,6224,1694.7237548828125,6224,1466.0010986328125,6224,1344.996337890625,6224,1595.5926513671875,6224,1636.374755859375
6225,1740.3040771484375,6225,1663.6942138671875,6225,1525.837158203125,6225,1323.8216552734375,6225,1569.6025390625,6225,1631.4552001953125
6226,1789.45068359375,6226,1649.057373046875,6226,1445.14501953125,6226,1321.7825927734375,6226,1526.9249267578125,6226,1641.787109375
6227,1773.7840576171875,6227,1643.4267578125,6227,1385.856201171875,6227,1343.4783935546875,6227,1589.3319091796875,6227,1621.480224609375
6228,1721.3330078125,6228,1680.1104736328125,6228,1373.638916015625,6228,1372.696533203125,6228,1609.723388671875,6228,1598.2340087890625
6229,1732.3941650390625,6229,1735.819580078125,6229,1423.8720703125,6229,1405.810302734375,6229,1657.69189453125,6229,1599.0206298828125
6230,1738.16162109375,6230,1767.3828125,6230,1498.07421875,6230,1405.164306640625,6230,1692.38720703125,6230,1605.70166015625
6231,1745.3743896484375,6231,1762.702392578125,6231,1539.6458740234375,6231,1396.237060546875,6231,1671.3851318359375,6231,1639.7984619140625
6232,1822.766357421875,6232,1736.1488037109375,6232,1507.6956787109375,6232,1373.349609375,6232,1657.68017578125,6232,1644.0809326171875
6233,1792.42138671875,6233,1729.64892578125,6233,1427.5174560546875,6233,1404.4415283203125,6233,1589.708740234375,6233,1630.5028076171875
6234,1738.3851318359375,6234,1707.7882080078125,6234,1391.952880859375,6234,1427.3753662109375,6234,1565.508056640625,6234,1648.3853759765625
6235,1711.100341796875,6235,1671.17431640625,6235,1446.97705078125,6235,1421.0308837890625,6235,1583.8350830078125,6235,1635.30029296875
6236,1718.8199462890625,6236,1684.12158203125,6236,1422.9954833984375,6236,1425.6337890625,6236,1571.9549560546875,6236,1516.7698974609375
6237,1723.732666015625,6237,1702.0250244140625,6237,1380.476806640625,6237,1395.990966796875,6237,1618.76416015625,6237,1516.7772216796875
6238,1765.0843505859375,6238,1731.35498046875,6238,1303.802978515625,6238,1389.9273681640625,6238,1623.0194091796875,6238,1531.65966796875
6239,1811.8963623046875,6239,1783.7783203125,6239,1237.2537841796875,6239,1379.5775146484375,6239,1654.0025634765625,6239,1538.86083984375
6240,1720.850341796875,6240,1787.1646728515625,6240,1316.199462890625,6240,1329.8631591796875,6240,1651.5936279296875,6240,1573.400390625
6241,1723.840576171875,6241,1759.3382568359375,6241,1406.7918701171875,6241,1345.5635986328125,6241,1684.152099609375,6241,1563.4769287109375
6242,1716.18115234375,6242,1707.842529296875,6242,1440.76708984375,6242,1344.3856201171875,6242,1679.8203125,6242,1566.4398193359375
6243,1722.5325927734375,6243,1689.580810546875,6243,1462.5399169921875,6243,1360.528564453125,6243,1642.2283935546875,6243,1554.3931884765625
6244,1708.34423828125,6244,1691.7347412109375,6244,1442.431640625,6244,1373.0455322265625,6244,1608.9586181640625,6244,1588.7313232421875
6245,1713.5155029296875,6245,1731.2799072265625,6245,1444.9256591796875,6245,1366.2904052734375,6245,1605.1431884765625,6245,1649.8756103515625
6246,1737.057861328125,6246,1740.3763427734375,6246,1417.7772216796875,6246,1398.103515625,6246,1628.794189453125,6246,1666.253173828125
6247,1755.97119140625,6247,1747.606201171875,6247,1363.661376953125,6247,1437.606201171875,6247,1668.7410888671875,6247,1624.1624755859375
6248,1737.5992431640625,6248,1764.608154296875,6248,1380.04443359375,6248,1471.897216796875,6248,1619.71630859375,6248,1580.9964599609375
6249,1727.66845703125,6249,1723.8160400390625,6249,1431.9296875,6249,1468.08740234375,6249,1648.29833984375,6249,1541.2662353515625
6250,1654.0511474609375,6250,1708.1522216796875,6250,1383.5562744140625,6250,1488.400634765625,6250,1645.54443359375,6250,1524.8818359375
6251,1704.72900390625,6251,1720.676025390625,6251,1378.0408935546875,6251,1504.9857177734375,6251,1725.0511474609375,6251,1483.9285888671875
6252,1770.44091796875,6252,1697.0128173828125,6252,1360.074462890625,6252,1513.4549560546875,6252,1696.85498046875,6252,1506.99755859375
6253,1710.9005126953125,6253,1697.1707763671875,6253,1404.7840576171875,6253,1479.8355712890625,6253,1633.917236328125,6253,1467.840087890625
6254,1704.174560546875,6254,1652.506103515625,6254,1396.3529052734375,6254,1437.6497802734375,6254,1633.4388427734375,6254,1508.979736328125
6255,1795.0797119140625,6255,1658.45458984375,6255,1348.4522705078125,6255,1471.2841796875,6255,1625.708251953125,6255,1531.8951416015625
6256,1764.7862548828125,6256,1643.635986328125,6256,1241.2674560546875,6256,1429.121337890625,6256,1665.79736328125,6256,1555.0399169921875
6257,1762.92919921875,6257,1668.7127685546875,6257,1379.3236083984375,6257,1370.968017578125,6257,1711.960205078125,6257,1581.0316162109375
6258,1759.5908203125,6258,1751.180908203125,6258,1407.2198486328125,6258,1314.17724609375,6258,1691.898193359375,6258,1548.6971435546875
6259,1712.7935791015625,6259,1734.638427734375,6259,1394.5699462890625,6259,1305.98681640625,6259,1637.232177734375,6259,1614.256103515625
6260,1676.6365966796875,6260,1782.7349853515625,6260,1345.555908203125,6260,1292.06884765625,6260,1663.930908203125,6260,1623.93115234375
6261,1721.8392333984375,6261,1744.271728515625,6261,1383.405517578125,6261,1310.62841796875,6261,1642.46630859375,6261,1646.1927490234375
6262,1764.2982177734375,6262,1718.383056640625,6262,1406.7381591796875,6262,1325.1275634765625,6262,1654.966552734375,6262,1630.4930419921875
6263,1728.2303466796875,6263,1705.750244140625,6263,1373.418212890625,6263,1372.450439453125,6263,1649.0950927734375,6263,1604.5499267578125
6264,1742.9571533203125,6264,1721.052734375,6264,1341.8751220703125,6264,1327.9444580078125,6264,1685.4952392578125,6264,1616.8717041015625
6265,1756.236572265625,6265,1676.951171875,6265,1379.2591552734375,6265,1323.201416015625,6265,1690.2030029296875,6265,1581.7130126953125
6266,1773.655517578125,6266,1676.034912109375,6266,1357.1112060546875,6266,1325.5687255859375,6266,1673.0179443359375,6266,1606.5174560546875
6267,1793.5184326171875,6267,1693.510498046875,6267,1261.88232421875,6267,1337.4144287109375,6267,1685.8245849609375,6267,1569.4400634765625
6268,1784.37353515625,6268,1677.399169921875,6268,1309.7083740234375,6268,1361.0289306640625,6268,1670.6424560546875,6268,1580.422607421875
6269,1680.8798828125,6269,1740.6044921875,6269,1469.2674560546875,6269,1320.7423095703125,6269,1614.9754638671875,6269,1561.6798095703125
6270,1740.5345458984375,6270,1748.477783203125,6270,1494.859130859375,6270,1315.7979736328125,6270,1593.0406494140625,6270,1581.408447265625
6271,1751.0487060546875,6271,1781.6287841796875,6271,1403.4495849609375,6271,1362.62158203125,6271,1584.06201171875,6271,1622.7587890625
6272,1730.50244140625,6272,1791.2166748046875,6272,1348.0439453125,6272,1351.0015869140625,6272,1673.062255859375,6272,1631.385986328125
6273,1721.0584716796875,6273,1747.884033203125,6273,1361.4727783203125,6273,1318.805908203125,6273,1713.0369873046875,6273,1647.8114013671875
6274,1736.7742919921875,6274,1753.08154296875,6274,1396.264404296875,6274,1343.7437744140625,6274,1661.975341796875,6274,1643.8048095703125
6275,1768.375244140625,6275,1730.181396484375,6275,1453.9486083984375,6275,1321.1834716796875,6275,1643.5028076171875,6275,1660.5469970703125
6276,1674.78466796875,6276,1734.4541015625,6276,1410.5494384765625,6276,1331.9564208984375,6276,1645.1719970703125,6276,1686.8399658203125
6277,1715.882568359375,6277,1776.3609619140625,6277,1446.998046875,6277,1325.1060791015625,6277,1653.4039306640625,6277,1671.28564453125
6278,1731.000244140625,6278,1758.0240478515625,6278,1396.0341796875,6278,1329.6199951171875,6278,1659.329345703125,6278,1662.877685546875
6279,1761.5296630859375,6279,1781.240966796875,6279,1402.796630859375,6279,1276.3369140625,6279,1639.1212158203125,6279,1657.1854248046875
6280,1746.902587890625,6280,1748.4498291015625,6280,1417.85400390625,6280,1297.7620849609375,6280,1647.1358642578125,6280,1664.3759765625
6281,1696.3697509765625,6281,1710.3785400390625,6281,1370.1365966796875,6281,1331.6832275390625,6281,1613.3988037109375,6281,1670.556396484375
6282,1709.244873046875,6282,1727.81201171875,6282,1400.16650390625,6282,1353.407958984375,6282,1620.4747314453125,6282,1685.842041015625
6283,1681.9798583984375,6283,1715.303466796875,6283,1421.5562744140625,6283,1340.927001953125,6283,1681.8975830078125,6283,1703.1727294921875
6284,1771.652587890625,6284,1712.642578125,6284,1433.5816650390625,6284,1342.7530517578125,6284,1673.3533935546875,6284,1714.708251953125
6285,1702.5164794921875,6285,1745.25732421875,6285,1448.969482421875,6285,1312.1314697265625,6285,1675.8590087890625,6285,1669.142333984375
6286,1734.5211181640625,6286,1737.332275390625,6286,1478.2431640625,6286,1311.2745361328125,6286,1601.516845703125,6286,1661.942626953125
6287,1780.60986328125,6287,1726.436767578125,6287,1484.605712890625,6287,1337.2152099609375,6287,1650.70068359375,6287,1688.823974609375
6288,1782.0599365234375,6288,1757.3204345703125,6288,1423.98291015625,6288,1333.42724609375,6288,1677.630615234375,6288,1662.2720947265625
6289,1771.930419921875,6289,1717.9840087890625,6289,1445.156494140625,6289,1303.899169921875,6289,1709.19580078125,6289,1671.9224853515625
6290,1798.1612548828125,6290,1697.67724609375,6290,1407.8583984375,6290,1323.1527099609375,6290,1705.833984375,6290,1660.707763671875
6291,1774.2144775390625,6291,1734.982666015625,6291,1411.1881103515625,6291,1321.433837890625,6291,1583.773681640625,6291,1638.8492431640625
6292,1731.1341552734375,6292,1706.37255859375,6292,1406.10595703125,6292,1365.46875,6292,1529.0833740234375,6292,1642.909912109375
6293,1754.60302734375,6293,1714.05029296875,6293,1455.872802734375,6293,1368.4176025390625,6293,1607.0533447265625,6293,1687.638916015625
6294,1714.2747802734375,6294,1743.8994140625,6294,1500.0313720703125,6294,1374.2808837890625,6294,1600.3443603515625,6294,1629.982666015625
6295,1716.4989013671875,6295,1707.0731201171875,6295,1406.4007568359375,6295,1364.834716796875,6295,1578.8206787109375,6295,1630.6658935546875
6296,1701.150390625,6296,1716.6669921875,6296,1413.35302734375,6296,1401.9052734375,6296,1581.4451904296875,6296,1602.801513671875
6297,1672.442626953125,6297,1710.243896484375,6297,1428.4061279296875,6297,1433.7396240234375,6297,1603.9649658203125,6297,1609.09130859375
6298,1719.662841796875,6298,1701.4122314453125,6298,1427.715576171875,6298,1361.229248046875,6298,1640.8314208984375,6298,1591.58740234375
6299,1737.8819580078125,6299,1706.0535888671875,6299,1438.9119873046875,6299,1390.628662109375,6299,1651.7078857421875,6299,1570.443115234375
6300,1700.73193359375,6300,1701.7239990234375,6300,1410.450927734375,6300,1386.6553955078125,6300,1674.88330078125,6300,1520.2802734375
6301,1695.6949462890625,6301,1695.916259765625,6301,1334.897705078125,6301,1399.1953125,6301,1704.903076171875,6301,1535.3812255859375
6302,1693.7005615234375,6302,1749.4276123046875,6302,1345.8721923828125,6302,1439.4986572265625,6302,1641.48388671875,6302,1559.7022705078125
6303,1680.9637451171875,6303,1750.3515625,6303,1406.955078125,6303,1449.0701904296875,6303,1684.8848876953125,6303,1546.0582275390625
6304,1767.41162109375,6304,1764.0201416015625,6304,1479.8455810546875,6304,1428.70068359375,6304,1720.954833984375,6304,1525.5628662109375
6305,1780.6470947265625,6305,1713.064208984375,6305,1416.1220703125,6305,1480.8065185546875,6305,1701.4019775390625,6305,1571.25390625
6306,1736.2110595703125,6306,1681.299072265625,6306,1380.060546875,6306,1481.0772705078125,6306,1705.1478271484375,6306,1601.3953857421875
6307,1764.054443359375,6307,1682.80029296875,6307,1377.3807373046875,6307,1463.6009521484375,6307,1681.6217041015625,6307,1596.0419921875
6308,1749.2008056640625,6308,1646.660888671875,6308,1332.3892822265625,6308,1448.9544677734375,6308,1631.9229736328125,6308,1551.8861083984375
6309,1775.3570556640625,6309,1708.059326171875,6309,1364.3834228515625,6309,1460.6331787109375,6309,1622.299072265625,6309,1582.513427734375
6310,1777.89892578125,6310,1719.80810546875,6310,1407.9903564453125,6310,1415.057861328125,6310,1594.26220703125,6310,1550.72705078125
6311,1791.809814453125,6311,1744.0123291015625,6311,1404.75537109375,6311,1390.7757568359375,6311,1507.653076171875,6311,1560.061279296875
6312,1748.142333984375,6312,1745.033935546875,6312,1357.8206787109375,6312,1374.4835205078125,6312,1544.3311767578125,6312,1531.616943359375
6313,1762.7318115234375,6313,1750.7852783203125,6313,1329.0325927734375,6313,1334.953857421875,6313,1601.2744140625,6313,1530.6590576171875
6314,1757.3878173828125,6314,1756.8780517578125,6314,1385.3326416015625,6314,1313.97998046875,6314,1598.275390625,6314,1540.82421875
6315,1738.864501953125,6315,1728.792236328125,6315,1452.710205078125,6315,1283.3531494140625,6315,1630.5240478515625,6315,1548.5770263671875
6316,1770.375244140625,6316,1727.09326171875,6316,1418.930419921875,6316,1285.9405517578125,6316,1552.202880859375,6316,1524.4139404296875
6317,1793.2142333984375,6317,1700.8643798828125,6317,1390.8846435546875,6317,1245.5101318359375,6317,1590.968994140625,6317,1540.525146484375
6318,1816.202880859375,6318,1682.9990234375,6318,1407.9271240234375,6318,1279.99609375,6318,1639.7149658203125,6318,1582.0037841796875
6319,1759.5731201171875,6319,1646.4525146484375,6319,1312.838623046875,6319,1314.20703125,6319,1605.9639892578125,6319,1609.1187744140625
6320,1760.9664306640625,6320,1665.103759765625,6320,1325.6737060546875,6320,1311.0472412109375,6320,1606.0054931640625,6320,1619.9503173828125
6321,1773.083251953125,6321,1704.0264892578125,6321,1352.193115234375,6321,1354.4051513671875,6321,1588.332275390625,6321,1632.379150390625
6322,1803.0069580078125,6322,1718.598876953125,6322,1342.7841796875,6322,1371.629638671875,6322,1619.2445068359375,6322,1624.1082763671875
6323,1775.8350830078125,6323,1732.7530517578125,6323,1386.2059326171875,6323,1389.139892578125,6323,1654.2581787109375,6323,1597.978515625
6324,1738.04150390625,6324,1697.5877685546875,6324,1355.882080078125,6324,1414.9649658203125,6324,1656.2979736328125,6324,1623.43896484375
6325,1711.7744140625,6325,1687.2362060546875,6325,1338.9620361328125,6325,1421.1671142578125,6325,1607.76318359375,6325,1624.9302978515625
6326,1789.759033203125,6326,1683.1043701171875,6326,1351.7708740234375,6326,1421.1353759765625,6326,1515.44482421875,6326,1603.10888671875
6327,1720.4466552734375,6327,1684.1212158203125,6327,1389.1651611328125,6327,1423.946533203125,6327,1509.0035400390625,6327,1597.0062255859375
6328,1765.7020263671875,6328,1729.47314453125,6328,1416.439208984375,6328,1420.5654296875,6328,1528.979736328125,6328,1585.2620849609375
6329,1779.9603271484375,6329,1743.359619140625,6329,1446.69384765625,6329,1414.2147216796875,6329,1592.1485595703125,6329,1571.478271484375
6330,1806.543212890625,6330,1723.4163818359375,6330,1299.1744384765625,6330,1389.5283203125,6330,1600.187255859375,6330,1552.4605712890625
6331,1777.8704833984375,6331,1721.1375732421875,6331,1318.48193359375,6331,1408.7147216796875,6331,1632.1771240234375,6331,1596.9820556640625
6332,1727.089111328125,6332,1714.9349365234375,6332,1422.24072265625,6332,1381.8890380859375,6332,1675.7447509765625,6332,1567.4169921875
6333,1742.886962890625,6333,1739.8472900390625,6333,1384.5030517578125,6333,1382.0531005859375,6333,1619.9315185546875,6333,1595.7315673828125
6334,1745.569091796875,6334,1732.6451416015625,6334,1347.0792236328125,6334,1406.99267578125,6334,1573.9483642578125,6334,1603.3250732421875
6335,1751.38427734375,6335,1691.4935302734375,6335,1336.2890625,6335,1439.148681640625,6335,1599.2581787109375,6335,1638.8304443359375
6336,1812.065185546875,6336,1712.9219970703125,6336,1420.4697265625,6336,1423.2239990234375,6336,1604.231689453125,6336,1636.597900390625
6337,1734.10791015625,6337,1730.8468017578125,6337,1386.40087890625,6337,1445.3936767578125,6337,1619.3819580078125,6337,1671.7110595703125
6338,1758.513916015625,6338,1761.654541015625,6338,1309.907470703125,6338,1446.30712890625,6338,1625.45947265625,6338,1674.7701416015625
6339,1803.2586669921875,6339,1781.63525390625,6339,1313.0628662109375,6339,1471.833984375,6339,1596.7647705078125,6339,1659.0147705078125
6340,1737.08349609375,6340,1775.9718017578125,6340,1386.4716796875,6340,1471.9908447265625,6340,1599.8221435546875,6340,1669.1666259765625
6341,1722.3349609375,6341,1768.1258544921875,6341,1402.5882568359375,6341,1437.6527099609375,6341,1671.1689453125,6341,1613.44482421875
6342,1786.4798583984375,6342,1754.5562744140625,6342,1402.8363037109375,6342,1418.9197998046875,6342,1611.7557373046875,6342,1526.2152099609375
6343,1773.248291015625,6343,1740.4205322265625,6343,1394.679443359375,6343,1438.52685546875,6343,1482.2783203125,6343,1538.859375
6344,1787.38330078125,6344,1701.703369140625,6344,1364.180419921875,6344,1426.68212890625,6344,1580.984375,6344,1554.57275390625
6345,1820.64306640625,6345,1707.794921875,6345,1332.87939453125,6345,1383.615966796875,6345,1654.597412109375,6345,1561.9951171875
6346,1761.986572265625,6346,1719.8592529296875,6346,1428.229248046875,6346,1360.0902099609375,6346,1702.9683837890625,6346,1574.110107421875
6347,1800.4443359375,6347,1686.098876953125,6347,1460.0523681640625,6347,1384.7725830078125,6347,1665.692138671875,6347,1562.5997314453125
6348,1780.8033447265625,6348,1704.8453369140625,6348,1509.768798828125,6348,1358.749755859375,6348,1632.5330810546875,6348,1645.489013671875
6349,1762.2852783203125,6349,1717.0372314453125,6349,1466.56787109375,6349,1339.208740234375,6349,1638.0958251953125,6349,1615.535400390625
6350,1734.932861328125,6350,1748.31494140625,6350,1433.8914794921875,6350,1338.2635498046875,6350,1660.2664794921875,6350,1585.9794921875
6351,1809.4779052734375,6351,1768.944580078125,6351,1452.3809814453125,6351,1345.914306640625,6351,1626.6632080078125,6351,1585.6903076171875
6352,1783.5247802734375,6352,1733.22998046875,6352,1475.09814453125,6352,1363.1444091796875,6352,1637.97021484375,6352,1593.652587890625
6353,1699.3094482421875,6353,1759.654052734375,6353,1460.902587890625,6353,1344.246826171875,6353,1620.6314697265625,6353,1609.0947265625
6354,1728.1121826171875,6354,1732.7205810546875,6354,1411.546875,6354,1387.4412841796875,6354,1565.424072265625,6354,1645.2017822265625
6355,1746.69140625,6355,1725.3433837890625,6355,1387.4696044921875,6355,1365.4652099609375,6355,1513.569091796875,6355,1625.686767578125
6356,1757.1016845703125,6356,1721.3621826171875,6356,1379.83935546875,6356,1352.487060546875,6356,1585.7633056640625,6356,1668.220703125
6357,1757.5626220703125,6357,1723.2421875,6357,1441.4866943359375,6357,1367.84130859375,6357,1608.205078125,6357,1705.254638671875
6358,1772.6080322265625,6358,1717.80859375,6358,1442.3507080078125,6358,1393.9603271484375,6358,1633.7220458984375,6358,1693.9251708984375
6359,1683.4169921875,6359,1721.943115234375,6359,1464.3411865234375,6359,1403.4632568359375,6359,1673.3756103515625,6359,1693.97412109375
6360,1695.4459228515625,6360,1738.1705322265625,6360,1346.0311279296875,6360,1384.211181640625,6360,1679.842529296875,6360,1653.2841796875
6361,1692.3643798828125,6361,1726.6573486328125,6361,1408.565673828125,6361,1433.9666748046875,6361,1653.3692626953125,6361,1548.2083740234375
6362,1776.6220703125,6362,1736.767822265625,6362,1385.5279541015625,6362,1403.6368408203125,6362,1690.3048095703125,6362,1527.0697021484375
6363,1768.1171875,6363,1761.014404296875,6363,1382.6666259765625,6363,1406.185791015625,6363,1687.36083984375,6363,1496.1363525390625
6364,1773.1708984375,6364,1742.487548828125,6364,1436.3790283203125,6364,1412.602294921875,6364,1711.7003173828125,6364,1505.508544921875
6365,1754.6973876953125,6365,1745.609375,6365,1475.9466552734375,6365,1445.7401123046875,6365,1684.796875,6365,1516.5701904296875
6366,1714.6043701171875,6366,1719.78125,6366,1451.609130859375,6366,1420.4046630859375,6366,1632.0516357421875,6366,1510.4639892578125
6367,1747.1309814453125,6367,1744.8125,6367,1378.7080078125,6367,1409.7591552734375,6367,1672.5938720703125,6367,1515.7242431640625
6368,1723.7352294921875,6368,1723.2659912109375,6368,1322.14013671875,6368,1410.107666015625,6368,1641.25830078125,6368,1538.95849609375
6369,1737.5806884765625,6369,1714.4676513671875,6369,1375.1060791015625,6369,1391.9013671875,6369,1637.511474609375,6369,1532.26806640625
6370,1716.1981201171875,6370,1723.2247314453125,6370,1321.8575439453125,6370,1368.695068359375,6370,1611.8814697265625,6370,1557.2310791015625
6371,1783.9398193359375,6371,1732.4661865234375,6371,1335.36083984375,6371,1332.3248291015625,6371,1635.435546875,6371,1644.2666015625
6372,1763.888671875,6372,1723.406005859375,6372,1369.3468017578125,6372,1327.16650390625,6372,1538.42138671875,6372,1601.8497314453125
6373,1733.630126953125,6373,1733.7626953125,6373,1443.9202880859375,6373,1361.1004638671875,6373,1541.1517333984375,6373,1574.54248046875
6374,1747.3455810546875,6374,1745.491943359375,6374,1338.0001220703125,6374,1356.9927978515625,6374,1596.388671875,6374,1566.453369140625
6375,1780.16064453125,6375,1777.9541015625,6375,1378.5904541015625,6375,1415.33447265625,6375,1615.8380126953125,6375,1601.6705322265625
6376,1736.71923828125,6376,1804.40087890625,6376,1376.4378662109375,6376,1351.213134765625,6376,1641.5892333984375,6376,1586.7232666015625
6377,1771.6531982421875,6377,1798.444091796875,6377,1329.41845703125,6377,1371.2833251953125,6377,1614.3353271484375,6377,1589.4979248046875
6378,1751.4686279296875,6378,1819.449951171875,6378,1338.459228515625,6378,1334.0472412109375,6378,1614.0120849609375,6378,1611.822265625
6379,1714.8802490234375,6379,1798.3785400390625,6379,1358.2662353515625,6379,1355.17529296875,6379,1585.4500732421875,6379,1618.010498046875
6380,1706.5347900390625,6380,1774.299072265625,6380,1346.5164794921875,6380,1333.045654296875,6380,1598.9739990234375,6380,1630.31689453125
6381,1745.0718994140625,6381,1742.6097412109375,6381,1352.100830078125,6381,1318.1002197265625,6381,1618.3492431640625,6381,1626.395751953125
6382,1697.4884033203125,6382,1721.833740234375,6382,1379.296630859375,6382,1296.8228759765625,6382,1603.60498046875,6382,1602.9530029296875
6383,1738.4990234375,6383,1715.8270263671875,6383,1410.7247314453125,6383,1396.192626953125,6383,1545.689697265625,6383,1594.6064453125
6384,1765.485107421875,6384,1740.9774169921875,6384,1425.4486083984375,6384,1371.2210693359375,6384,1536.7779541015625,6384,1612.494873046875
6385,1815.457275390625,6385,1768.3515625,6385,1492.9373779296875,6385,1422.3238525390625,6385,1621.249755859375,6385,1613.78564453125
6386,1790.7314453125,6386,1777.90869140625,6386,1399.0244140625,6386,1414.3505859375,6386,1659.9862060546875,6386,1626.9869384765625
6387,1704.2454833984375,6387,1774.384033203125,6387,1408.64404296875,6387,1393.45458984375,6387,1730.214111328125,6387,1613.010986328125
6388,1743.923095703125,6388,1752.5577392578125,6388,1379.8839111328125,6388,1391.7550048828125,6388,1716.9063720703125,6388,1611.12646484375
6389,1823.748779296875,6389,1757.3974609375,6389,1380.6466064453125,6389,1389.4749755859375,6389,1716.6998291015625,6389,1606.3863525390625
6390,1746.3780517578125,6390,1734.6881103515625,6390,1307.4677734375,6390,1390.876953125,6390,1687.9022216796875,6390,1597.696533203125
6391,1761.064208984375,6391,1745.348388671875,6391,1345.653076171875,6391,1377.9930419921875,6391,1703.968994140625,6391,1596.3135986328125
6392,1670.001953125,6392,1701.248046875,6392,1404.7786865234375,6392,1443.0850830078125,6392,1664.3809814453125,6392,1621.73095703125
6393,1747.703857421875,6393,1644.3387451171875,6393,1416.7403564453125,6393,1419.8681640625,6393,1582.07958984375,6393,1637.689697265625
6394,1761.8511962890625,6394,1647.2799072265625,6394,1410.1044921875,6394,1392.517578125,6394,1571.721923828125,6394,1622.0035400390625
6395,1730.48779296875,6395,1665.452880859375,6395,1400.3272705078125,6395,1428.2464599609375,6395,1593.234619140625,6395,1598.4989013671875
6396,1834.49755859375,6396,1671.5390625,6396,1404.3399658203125,6396,1434.142822265625,6396,1609.8817138671875,6396,1660.945556640625
6397,1773.769287109375,6397,1681.7430419921875,6397,1376.6424560546875,6397,1385.0830078125,6397,1632.777099609375,6397,1670.2301025390625
6398,1719.3739013671875,6398,1680.271484375,6398,1435.8695068359375,6398,1383.6282958984375,6398,1617.829345703125,6398,1656.68017578125
6399,1742.2742919921875,6399,1682.1153564453125,6399,1349.1201171875,6399,1377.4921875,6399,1592.7879638671875,6399,1632.9814453125
6400,1816.41650390625,6400,1727.1190185546875,6400,1355.1409912109375,6400,1350.3770751953125,6400,1549.20068359375,6400,1622.8857421875
6401,1725.6346435546875,6401,1729.3018798828125,6401,1325.5213623046875,6401,1388.067138671875,6401,1576.0311279296875,6401,1611.907470703125
6402,1724.9306640625,6402,1707.6480712890625,6402,1372.043212890625,6402,1414.833740234375,6402,1594.34521484375,6402,1633.740234375
6403,1713.2093505859375,6403,1693.7022705078125,6403,1343.029296875,6403,1388.871337890625,6403,1590.4012451171875,6403,1694.4732666015625
6404,1700.1070556640625,6404,1672.2413330078125,6404,1346.557861328125,6404,1375.482666015625,6404,1607.899658203125,6404,1697.90234375
