FULL_step_teacher,FULL_reward_teacher,FULL_step_student,FULL_reward_student,INT_step_teacher,INT_reward_teacher,INT_step_student,INT_reward_student,EXT_step_teacher,EXT_reward_teacher,EXT_step_student,EXT_reward_student
10858,1967.18896484375,10858,1935.0692138671875,10858,1522.4747314453125,10858,1653.029541015625,10858,1779.7425537109375,10858,1720.7418212890625
10859,1937.534912109375,10859,1942.21875,10859,1491.8602294921875,10859,1611.7850341796875,10859,1718.85546875,10859,1734.8280029296875
10860,1966.3760986328125,10860,1914.23046875,10860,1506.61474609375,10860,1633.765869140625,10860,1710.9442138671875,10860,1739.662109375
10861,1935.366943359375,10861,1921.611572265625,10861,1536.136474609375,10861,1622.502685546875,10861,1740.679443359375,10861,1766.2386474609375
10862,1963.357177734375,10862,1947.842529296875,10862,1590.6309814453125,10862,1639.7593994140625,10862,1723.3653564453125,10862,1806.4798583984375
10863,1960.7901611328125,10863,1952.740234375,10863,1589.505859375,10863,1639.5782470703125,10863,1728.3275146484375,10863,1829.5382080078125
10864,1977.616943359375,10864,1972.6795654296875,10864,1585.898193359375,10864,1572.523681640625,10864,1755.369873046875,10864,1800.2723388671875
10865,1965.6876220703125,10865,1955.3919677734375,10865,1629.2958984375,10865,1533.144287109375,10865,1814.38623046875,10865,1837.02099609375
10866,1944.3961181640625,10866,1955.659912109375,10866,1665.422119140625,10866,1522.4534912109375,10866,1773.756591796875,10866,1840.3411865234375
10867,1967.4219970703125,10867,1945.1939697265625,10867,1629.6885986328125,10867,1557.1453857421875,10867,1772.504638671875,10867,1828.61328125
10868,1966.6209716796875,10868,1942.6141357421875,10868,1582.932373046875,10868,1563.25439453125,10868,1813.3411865234375,10868,1816.95068359375
10869,1971.6708984375,10869,1931.5364990234375,10869,1508.1427001953125,10869,1564.4005126953125,10869,1783.62451171875,10869,1797.48828125
10870,1983.3701171875,10870,1932.489990234375,10870,1538.3868408203125,10870,1567.6923828125,10870,1784.1761474609375,10870,1762.5491943359375
10871,2009.396728515625,10871,1913.9923095703125,10871,1567.2314453125,10871,1602.4393310546875,10871,1768.081298828125,10871,1784.6241455078125
10872,1964.0323486328125,10872,1918.765625,10872,1609.490478515625,10872,1602.280517578125,10872,1845.6239013671875,10872,1768.826416015625
10873,1950.811279296875,10873,1938.4859619140625,10873,1650.265869140625,10873,1556.582275390625,10873,1795.714599609375,10873,1747.9598388671875
10874,1948.5247802734375,10874,1959.180419921875,10874,1656.98876953125,10874,1499.7977294921875,10874,1768.8526611328125,10874,1762.428466796875
10875,2001.5906982421875,10875,1951.662841796875,10875,1645.4671630859375,10875,1477.1224365234375,10875,1721.99462890625,10875,1709.8272705078125
10876,1928.2427978515625,10876,1922.5968017578125,10876,1615.5338134765625,10876,1496.7578125,10876,1738.392822265625,10876,1685.197998046875
10877,1956.5194091796875,10877,1918.1630859375,10877,1586.11083984375,10877,1488.380615234375,10877,1753.871337890625,10877,1678.0672607421875
10878,1962.0960693359375,10878,1941.0859375,10878,1578.21435546875,10878,1489.460205078125,10878,1805.41064453125,10878,1663.973876953125
10879,1941.9947509765625,10879,1951.7347412109375,10879,1580.2843017578125,10879,1476.7010498046875,10879,1813.6483154296875,10879,1672.1353759765625
10880,1970.8675537109375,10880,1981.6473388671875,10880,1611.953125,10880,1468.975830078125,10880,1833.221923828125,10880,1664.5872802734375
10881,1923.4111328125,10881,1957.861572265625,10881,1524.224609375,10881,1525.8975830078125,10881,1763.5709228515625,10881,1670.919189453125
10882,1953.361083984375,10882,1938.387451171875,10882,1551.177001953125,10882,1523.79931640625,10882,1707.5140380859375,10882,1699.350830078125
10883,1970.7998046875,10883,1942.62158203125,10883,1556.8060302734375,10883,1569.153076171875,10883,1681.087890625,10883,1708.520751953125
10884,1961.0697021484375,10884,1922.03564453125,10884,1612.5413818359375,10884,1574.5496826171875,10884,1655.0902099609375,10884,1701.9359130859375
10885,1966.7618408203125,10885,1938.6416015625,10885,1570.687744140625,10885,1571.0006103515625,10885,1638.361083984375,10885,1677.472900390625
10886,1970.8785400390625,10886,1967.816162109375,10886,1548.4942626953125,10886,1554.3790283203125,10886,1676.9326171875,10886,1691.297119140625
10887,1988.0615234375,10887,1981.39892578125,10887,1584.6949462890625,10887,1579.03662109375,10887,1703.3170166015625,10887,1684.1199951171875
10888,1979.81640625,10888,1958.5859375,10888,1637.241943359375,10888,1588.3697509765625,10888,1661.8990478515625,10888,1716.8001708984375
10889,1953.439208984375,10889,1963.2088623046875,10889,1659.0499267578125,10889,1601.5894775390625,10889,1703.0455322265625,10889,1726.983642578125
10890,1916.7635498046875,10890,1977.0286865234375,10890,1599.5401611328125,10890,1584.9713134765625,10890,1695.9967041015625,10890,1738.0433349609375
10891,1942.8929443359375,10891,1937.78515625,10891,1625.4183349609375,10891,1563.8433837890625,10891,1677.9935302734375,10891,1750.9031982421875
10892,1951.5162353515625,10892,1941.600341796875,10892,1651.1929931640625,10892,1570.20263671875,10892,1711.9970703125,10892,1748.9273681640625
10893,1949.3363037109375,10893,1933.66357421875,10893,1656.1053466796875,10893,1571.586669921875,10893,1781.2767333984375,10893,1771.4627685546875
10894,2002.5684814453125,10894,1916.6513671875,10894,1634.9708251953125,10894,1587.2493896484375,10894,1768.1416015625,10894,1771.0218505859375
10895,1955.506591796875,10895,1947.23681640625,10895,1596.962890625,10895,1605.726806640625,10895,1802.797607421875,10895,1792.9232177734375
10896,2015.5584716796875,10896,1953.72021484375,10896,1563.7862548828125,10896,1604.3427734375,10896,1791.9168701171875,10896,1807.5101318359375
10897,1967.0667724609375,10897,1969.193359375,10897,1511.3016357421875,10897,1609.0443115234375,10897,1749.564208984375,10897,1804.7679443359375
10898,1929.1451416015625,10898,1966.39404296875,10898,1527.7017822265625,10898,1616.757080078125,10898,1713.3548583984375,10898,1770.7591552734375
10899,1942.189453125,10899,1920.2723388671875,10899,1581.560791015625,10899,1627.9036865234375,10899,1713.7874755859375,10899,1781.188720703125
10900,2001.9705810546875,10900,1941.909912109375,10900,1623.789306640625,10900,1639.2027587890625,10900,1700.8570556640625,10900,1797.038818359375
10901,2004.67138671875,10901,1963.1292724609375,10901,1659.8643798828125,10901,1625.6834716796875,10901,1740.618896484375,10901,1778.0985107421875
10902,2010.050048828125,10902,1982.3575439453125,10902,1598.28662109375,10902,1585.96484375,10902,1795.3902587890625,10902,1765.8956298828125
10903,1947.821533203125,10903,1993.5311279296875,10903,1586.27587890625,10903,1597.7672119140625,10903,1798.8612060546875,10903,1756.939697265625
10904,1904.0184326171875,10904,1962.9381103515625,10904,1583.4539794921875,10904,1580.1083984375,10904,1770.12646484375,10904,1757.343505859375
10905,1975.7606201171875,10905,1913.919677734375,10905,1566.841552734375,10905,1585.3560791015625,10905,1733.3271484375,10905,1749.1851806640625
10906,1950.83642578125,10906,1905.103271484375,10906,1562.2916259765625,10906,1590.17041015625,10906,1701.1800537109375,10906,1749.8504638671875
10907,1933.5914306640625,10907,1876.48974609375,10907,1573.0001220703125,10907,1574.3328857421875,10907,1740.2012939453125,10907,1756.1951904296875
10908,1962.6885986328125,10908,1914.56640625,10908,1521.5450439453125,10908,1563.5770263671875,10908,1769.7109375,10908,1744.0162353515625
10909,1942.5234375,10909,1972.6820068359375,10909,1504.006591796875,10909,1582.364501953125,10909,1786.4251708984375,10909,1737.307373046875
10910,1923.22802734375,10910,1976.468994140625,10910,1559.5623779296875,10910,1544.4603271484375,10910,1757.835693359375,10910,1727.4111328125
10911,1995.4638671875,10911,1973.7833251953125,10911,1629.76708984375,10911,1524.46728515625,10911,1815.1348876953125,10911,1742.8272705078125
10912,1970.8829345703125,10912,1995.730712890625,10912,1615.7132568359375,10912,1508.8740234375,10912,1720.630126953125,10912,1765.0753173828125
10913,1993.883056640625,10913,1980.365966796875,10913,1555.6788330078125,10913,1513.5548095703125,10913,1730.0389404296875,10913,1792.2432861328125
10914,1993.4305419921875,10914,1949.771484375,10914,1626.43310546875,10914,1540.0201416015625,10914,1722.8193359375,10914,1780.2022705078125
10915,1954.0284423828125,10915,1977.1763916015625,10915,1632.44921875,10915,1540.9766845703125,10915,1761.4197998046875,10915,1823.43017578125
10916,1957.0638427734375,10916,1896.9708251953125,10916,1587.220458984375,10916,1586.7960205078125,10916,1739.9654541015625,10916,1795.826416015625
10917,1956.7105712890625,10917,1916.8564453125,10917,1583.8563232421875,10917,1599.1337890625,10917,1679.3162841796875,10917,1792.1856689453125
10918,1947.49560546875,10918,1935.3675537109375,10918,1634.9093017578125,10918,1627.429931640625,10918,1729.6405029296875,10918,1778.194091796875
10919,1971.195556640625,10919,1954.7626953125,10919,1620.994873046875,10919,1642.3089599609375,10919,1760.2509765625,10919,1808.19873046875
10920,1967.625732421875,10920,1968.1436767578125,10920,1594.178466796875,10920,1651.0386962890625,10920,1718.9403076171875,10920,1789.604736328125
10921,1967.89599609375,10921,1966.960205078125,10921,1565.81103515625,10921,1661.3714599609375,10921,1727.90869140625,10921,1768.81298828125
10922,1923.0999755859375,10922,1962.5474853515625,10922,1577.12109375,10922,1666.1541748046875,10922,1818.903564453125,10922,1766.097900390625
10923,1910.0648193359375,10923,1938.46875,10923,1616.952880859375,10923,1651.4149169921875,10923,1821.46533203125,10923,1763.9560546875
10924,1931.983642578125,10924,1954.889892578125,10924,1636.5694580078125,10924,1656.41162109375,10924,1786.9556884765625,10924,1805.221923828125
10925,1980.169921875,10925,1934.499267578125,10925,1620.3958740234375,10925,1654.14892578125,10925,1729.595458984375,10925,1822.451416015625
10926,1989.0501708984375,10926,1927.9814453125,10926,1632.163330078125,10926,1657.0035400390625,10926,1851.2440185546875,10926,1823.98388671875
10927,1978.3741455078125,10927,1917.5745849609375,10927,1663.6046142578125,10927,1652.21044921875,10927,1816.3153076171875,10927,1812.58154296875
10928,1965.6715087890625,10928,1941.8271484375,10928,1674.8514404296875,10928,1660.3919677734375,10928,1843.29833984375,10928,1814.6649169921875
10929,1937.0394287109375,10929,1930.0174560546875,10929,1633.64990234375,10929,1661.59423828125,10929,1818.2015380859375,10929,1837.52685546875
10930,2013.3603515625,10930,1949.424072265625,10930,1581.46044921875,10930,1658.2237548828125,10930,1795.0621337890625,10930,1830.1077880859375
10931,1974.372802734375,10931,1979.94775390625,10931,1575.9498291015625,10931,1688.16650390625,10931,1815.004150390625,10931,1820.281494140625
10932,2031.8125,10932,1987.2008056640625,10932,1574.3055419921875,10932,1682.02587890625,10932,1801.1854248046875,10932,1776.7635498046875
10933,2003.71826171875,10933,1974.8135986328125,10933,1633.94580078125,10933,1657.478515625,10933,1760.56298828125,10933,1785.0445556640625
10934,1946.38818359375,10934,1980.6243896484375,10934,1624.0255126953125,10934,1652.6021728515625,10934,1792.739501953125,10934,1759.911865234375
10935,1914.8597412109375,10935,2000.826171875,10935,1620.3262939453125,10935,1623.4150390625,10935,1856.079833984375,10935,1752.5782470703125
10936,2008.6259765625,10936,1995.2286376953125,10936,1649.1217041015625,10936,1617.1563720703125,10936,1773.96630859375,10936,1765.1097412109375
10937,1990.5653076171875,10937,2009.0321044921875,10937,1581.48681640625,10937,1612.239013671875,10937,1735.4957275390625,10937,1741.9224853515625
10938,1920.50390625,10938,1973.43994140625,10938,1615.592041015625,10938,1597.1051025390625,10938,1698.5140380859375,10938,1737.126220703125
10939,1899.486572265625,10939,1962.6513671875,10939,1612.134765625,10939,1583.233154296875,10939,1726.1282958984375,10939,1719.814697265625
10940,1961.1258544921875,10940,1917.0516357421875,10940,1623.524658203125,10940,1565.4993896484375,10940,1758.7490234375,10940,1758.4345703125
10941,1940.5374755859375,10941,1916.5565185546875,10941,1652.669189453125,10941,1625.0299072265625,10941,1733.17333984375,10941,1751.1907958984375
10942,1957.7337646484375,10942,1912.6666259765625,10942,1626.2589111328125,10942,1651.014404296875,10942,1783.16650390625,10942,1791.17041015625
10943,1956.7939453125,10943,1931.0177001953125,10943,1588.3504638671875,10943,1650.0625,10943,1786.851806640625,10943,1789.2861328125
10944,1915.36962890625,10944,1954.1669921875,10944,1629.6912841796875,10944,1650.01611328125,10944,1813.9495849609375,10944,1763.972412109375
10945,1951.7655029296875,10945,1928.281005859375,10945,1693.1766357421875,10945,1623.6785888671875,10945,1784.8125,10945,1772.829833984375
10946,1957.2496337890625,10946,1954.730224609375,10946,1700.6468505859375,10946,1644.6419677734375,10946,1749.9410400390625,10946,1762.4107666015625
10947,1947.9385986328125,10947,1955.2283935546875,10947,1646.4154052734375,10947,1616.7259521484375,10947,1723.0838623046875,10947,1746.9354248046875
10948,1922.8525390625,10948,1930.112060546875,10948,1644.06103515625,10948,1635.6627197265625,10948,1641.4915771484375,10948,1740.609130859375
10949,1942.715087890625,10949,1961.65771484375,10949,1565.1458740234375,10949,1610.205810546875,10949,1685.3890380859375,10949,1756.378662109375
10950,1982.5594482421875,10950,1968.55322265625,10950,1563.7027587890625,10950,1616.8463134765625,10950,1690.2298583984375,10950,1735.43359375
10951,1964.293212890625,10951,1934.0625,10951,1608.364501953125,10951,1610.671630859375,10951,1694.51953125,10951,1775.68212890625
10952,1955.441650390625,10952,1946.4783935546875,10952,1652.4666748046875,10952,1638.187744140625,10952,1714.77490234375,10952,1765.1158447265625
10953,1992.547607421875,10953,1943.913330078125,10953,1631.6573486328125,10953,1630.024658203125,10953,1680.776611328125,10953,1752.9034423828125
10954,2011.316650390625,10954,1907.4912109375,10954,1573.607421875,10954,1640.11865234375,10954,1680.9263916015625,10954,1717.0283203125
10955,1964.5823974609375,10955,1895.690185546875,10955,1583.671142578125,10955,1629.3426513671875,10955,1627.457275390625,10955,1733.933837890625
10956,1971.9625244140625,10956,1907.4940185546875,10956,1627.435791015625,10956,1651.5635986328125,10956,1680.7584228515625,10956,1721.2801513671875
10957,1956.2464599609375,10957,1916.1337890625,10957,1632.8817138671875,10957,1646.2470703125,10957,1697.3240966796875,10957,1690.60791015625
10958,1990.3641357421875,10958,1932.16943359375,10958,1622.9410400390625,10958,1647.985595703125,10958,1703.4080810546875,10958,1670.78173828125
10959,1966.9815673828125,10959,1971.374267578125,10959,1595.000732421875,10959,1649.3634033203125,10959,1681.7381591796875,10959,1684.6243896484375
10960,1990.5028076171875,10960,2017.1077880859375,10960,1577.04345703125,10960,1632.970703125,10960,1774.3330078125,10960,1685.66015625
10961,1938.9451904296875,10961,1992.8056640625,10961,1579.0447998046875,10961,1657.2496337890625,10961,1794.1661376953125,10961,1718.977783203125
10962,1947.8704833984375,10962,1945.505859375,10962,1585.967041015625,10962,1680.4154052734375,10962,1791.873291015625,10962,1725.7484130859375
10963,2028.743408203125,10963,1943.7257080078125,10963,1572.3330078125,10963,1663.3076171875,10963,1753.291015625,10963,1743.5455322265625
10964,1971.0711669921875,10964,1933.0416259765625,10964,1590.5999755859375,10964,1638.71875,10964,1681.378662109375,10964,1721.9969482421875
10965,1946.27490234375,10965,1946.413330078125,10965,1631.7509765625,10965,1622.9713134765625,10965,1674.00732421875,10965,1768.8760986328125
10966,1928.716064453125,10966,1951.6524658203125,10966,1609.5760498046875,10966,1617.917236328125,10966,1738.07470703125,10966,1738.561767578125
10967,1892.646240234375,10967,1970.599609375,10967,1626.79638671875,10967,1636.6693115234375,10967,1749.504638671875,10967,1744.370849609375
10968,1956.0936279296875,10968,1954.802490234375,10968,1598.5614013671875,10968,1636.064208984375,10968,1752.0003662109375,10968,1660.212158203125
10969,1923.5882568359375,10969,1911.64599609375,10969,1611.85791015625,10969,1629.005859375,10969,1774.892578125,10969,1661.090087890625
10970,1958.818115234375,10970,1944.366943359375,10970,1599.3961181640625,10970,1642.01416015625,10970,1814.1536865234375,10970,1643.7589111328125
10971,1976.365234375,10971,1950.670166015625,10971,1565.831787109375,10971,1644.093017578125,10971,1833.0081787109375,10971,1615.780029296875
10972,1994.1605224609375,10972,1928.2398681640625,10972,1576.4915771484375,10972,1660.319091796875,10972,1786.516845703125,10972,1601.6541748046875
10973,1962.3660888671875,10973,1910.9154052734375,10973,1513.35302734375,10973,1667.565185546875,10973,1789.9742431640625,10973,1598.3050537109375
10974,1947.0338134765625,10974,1949.44970703125,10974,1581.5699462890625,10974,1670.1849365234375,10974,1795.2083740234375,10974,1607.3524169921875
10975,1971.7650146484375,10975,1929.356689453125,10975,1558.8568115234375,10975,1602.40380859375,10975,1754.8441162109375,10975,1615.1512451171875
10976,1968.574951171875,10976,1922.8345947265625,10976,1498.62548828125,10976,1601.632568359375,10976,1772.87109375,10976,1677.6424560546875
10977,1971.8739013671875,10977,1978.484375,10977,1502.8623046875,10977,1598.7874755859375,10977,1709.895751953125,10977,1675.3365478515625
10978,1995.844970703125,10978,1976.6737060546875,10978,1535.2379150390625,10978,1613.51806640625,10978,1738.759521484375,10978,1662.8092041015625
10979,1971.33984375,10979,1974.6630859375,10979,1569.0552978515625,10979,1626.7318115234375,10979,1684.57763671875,10979,1660.2696533203125
10980,1951.7802734375,10980,1964.632568359375,10980,1580.0706787109375,10980,1598.3095703125,10980,1712.0694580078125,10980,1670.3070068359375
10981,1982.3922119140625,10981,1969.5491943359375,10981,1523.6988525390625,10981,1600.35205078125,10981,1678.3692626953125,10981,1697.71484375
10982,1954.6014404296875,10982,1931.823486328125,10982,1592.734619140625,10982,1586.5052490234375,10982,1753.0367431640625,10982,1688.28662109375
10983,1992.5032958984375,10983,1925.113525390625,10983,1628.0732421875,10983,1625.27978515625,10983,1709.16455078125,10983,1671.2159423828125
10984,1952.92724609375,10984,1944.6566162109375,10984,1593.54443359375,10984,1610.6240234375,10984,1714.3631591796875,10984,1691.4825439453125
10985,1952.451171875,10985,1947.4366455078125,10985,1589.41748046875,10985,1586.3101806640625,10985,1622.84033203125,10985,1690.2230224609375
10986,1965.3978271484375,10986,2005.8455810546875,10986,1595.3736572265625,10986,1571.231201171875,10986,1683.4503173828125,10986,1724.058349609375
10987,1983.8916015625,10987,1995.85693359375,10987,1654.4820556640625,10987,1567.13232421875,10987,1756.5078125,10987,1727.08349609375
10988,1936.517333984375,10988,1989.2784423828125,10988,1590.5970458984375,10988,1585.6397705078125,10988,1819.216796875,10988,1734.4263916015625
10989,1968.1949462890625,10989,1967.037109375,10989,1558.2833251953125,10989,1577.786376953125,10989,1767.3135986328125,10989,1763.685302734375
10990,1959.7801513671875,10990,1952.8544921875,10990,1566.644287109375,10990,1584.0438232421875,10990,1713.107666015625,10990,1767.0394287109375
10991,1991.2733154296875,10991,1934.481201171875,10991,1606.3128662109375,10991,1573.642333984375,10991,1712.7991943359375,10991,1773.3690185546875
10992,1948.347412109375,10992,1926.5885009765625,10992,1626.976806640625,10992,1589.080078125,10992,1721.10986328125,10992,1746.352294921875
10993,1956.8348388671875,10993,1897.0423583984375,10993,1653.498779296875,10993,1616.5015869140625,10993,1789.8218994140625,10993,1784.62646484375
10994,2002.3717041015625,10994,1895.2608642578125,10994,1653.6639404296875,10994,1592.5986328125,10994,1700.3502197265625,10994,1725.1942138671875
10995,2000.9212646484375,10995,1882.0538330078125,10995,1639.958740234375,10995,1611.9674072265625,10995,1661.63671875,10995,1734.1259765625
10996,1960.658447265625,10996,1869.984375,10996,1627.5460205078125,10996,1635.92919921875,10996,1639.921142578125,10996,1732.7467041015625
10997,1948.4156494140625,10997,1878.6058349609375,10997,1639.4222412109375,10997,1657.3194580078125,10997,1716.72900390625,10997,1746.9913330078125
10998,1961.4873046875,10998,1892.279296875,10998,1602.2073974609375,10998,1663.9813232421875,10998,1771.5821533203125,10998,1726.1116943359375
10999,1982.1324462890625,10999,1920.9951171875,10999,1558.346435546875,10999,1669.4959716796875,10999,1752.8909912109375,10999,1778.0946044921875
11000,1936.0318603515625,11000,1957.5758056640625,11000,1591.5794677734375,11000,1636.441162109375,11000,1733.71337890625,11000,1751.168212890625
11001,1997.06103515625,11001,1975.8436279296875,11001,1580.0087890625,11001,1623.815673828125,11001,1756.6746826171875,11001,1750.198486328125
11002,1953.669921875,11002,1998.6417236328125,11002,1621.521484375,11002,1626.75634765625,11002,1759.529296875,11002,1789.276611328125
11003,1982.896240234375,11003,2027.2686767578125,11003,1630.313232421875,11003,1641.7491455078125,11003,1751.8453369140625,11003,1796.881591796875
11004,1907.1605224609375,11004,2025.78515625,11004,1618.2052001953125,11004,1599.9595947265625,11004,1799.2767333984375,11004,1778.286376953125
11005,1957.350830078125,11005,2015.0103759765625,11005,1626.2723388671875,11005,1595.3048095703125,11005,1726.2581787109375,11005,1739.0423583984375
11006,1940.7757568359375,11006,2012.9376220703125,11006,1642.8609619140625,11006,1581.6536865234375,11006,1675.8377685546875,11006,1728.7567138671875
11007,1976.904541015625,11007,1996.5196533203125,11007,1621.381103515625,11007,1584.2340087890625,11007,1758.472412109375,11007,1691.2305908203125
11008,1968.0286865234375,11008,1976.6103515625,11008,1636.404541015625,11008,1603.31201171875,11008,1802.1510009765625,11008,1718.2200927734375
11009,1937.555419921875,11009,1962.3203125,11009,1658.6519775390625,11009,1621.1162109375,11009,1749.001953125,11009,1696.400634765625
11010,1980.6192626953125,11010,1956.6993408203125,11010,1640.1884765625,11010,1618.2939453125,11010,1698.6986083984375,11010,1688.807373046875
11011,1972.54736328125,11011,1954.791259765625,11011,1634.716064453125,11011,1588.624267578125,11011,1736.1392822265625,11011,1688.6807861328125
11012,2003.8436279296875,11012,1952.119140625,11012,1584.099853515625,11012,1622.159423828125,11012,1743.5614013671875,11012,1734.396240234375
11013,1987.315673828125,11013,1970.2242431640625,11013,1628.519775390625,11013,1621.6982421875,11013,1787.733642578125,11013,1731.5792236328125
11014,1986.825439453125,11014,1994.79736328125,11014,1666.5225830078125,11014,1582.246826171875,11014,1792.31298828125,11014,1772.0587158203125
11015,1936.4495849609375,11015,1974.5919189453125,11015,1674.8033447265625,11015,1581.3546142578125,11015,1805.5086669921875,11015,1800.7216796875
11016,1981.5513916015625,11016,1980.2982177734375,11016,1573.793701171875,11016,1581.692626953125,11016,1779.4219970703125,11016,1772.85107421875
11017,1945.00634765625,11017,1958.5572509765625,11017,1539.909423828125,11017,1612.6749267578125,11017,1764.881591796875,11017,1759.3773193359375
11018,1937.359130859375,11018,1955.3272705078125,11018,1584.431396484375,11018,1661.610107421875,11018,1786.52734375,11018,1771.466552734375
11019,1998.5050048828125,11019,1902.114501953125,11019,1619.281982421875,11019,1666.28857421875,11019,1706.6011962890625,11019,1765.0137939453125
11020,1980.418701171875,11020,1901.722412109375,11020,1658.46435546875,11020,1669.607666015625,11020,1703.2174072265625,11020,1729.95068359375
11021,1980.834716796875,11021,1937.7138671875,11021,1633.1488037109375,11021,1650.2254638671875,11021,1722.512939453125,11021,1732.6470947265625
11022,1958.761962890625,11022,1946.2447509765625,11022,1520.18701171875,11022,1665.4329833984375,11022,1776.7838134765625,11022,1694.025634765625
11023,2001.371826171875,11023,1982.2974853515625,11023,1501.660888671875,11023,1676.544921875,11023,1730.771484375,11023,1707.2445068359375
11024,1961.429931640625,11024,1987.927978515625,11024,1576.080322265625,11024,1665.1005859375,11024,1705.857666015625,11024,1704.9300537109375
11025,1943.9432373046875,11025,1965.6314697265625,11025,1666.5166015625,11025,1652.2864990234375,11025,1733.5972900390625,11025,1705.12451171875
11026,1975.721435546875,11026,1946.4447021484375,11026,1672.7490234375,11026,1637.6082763671875,11026,1749.8902587890625,11026,1724.200927734375
11027,1884.0804443359375,11027,1956.457275390625,11027,1645.18212890625,11027,1609.318603515625,11027,1826.174072265625,11027,1737.468505859375
11028,1940.8116455078125,11028,1938.8836669921875,11028,1615.726806640625,11028,1586.0987548828125,11028,1804.94091796875,11028,1740.0765380859375
11029,1970.9462890625,11029,1893.2607421875,11029,1601.3157958984375,11029,1608.0545654296875,11029,1801.521484375,11029,1686.747314453125
11030,1956.9891357421875,11030,1917.78955078125,11030,1624.0870361328125,11030,1606.022216796875,11030,1752.7528076171875,11030,1726.2666015625
11031,1970.0614013671875,11031,1874.1368408203125,11031,1611.9346923828125,11031,1592.3763427734375,11031,1672.6083984375,11031,1695.9112548828125
11032,2013.8309326171875,11032,1905.0628662109375,11032,1676.8231201171875,11032,1634.3167724609375,11032,1687.3521728515625,11032,1724.617919921875
11033,1961.537353515625,11033,1928.9364013671875,11033,1603.1483154296875,11033,1601.5888671875,11033,1654.2860107421875,11033,1724.9498291015625
11034,1940.80810546875,11034,1937.2861328125,11034,1578.2376708984375,11034,1616.984619140625,11034,1714.8502197265625,11034,1746.2239990234375
11035,1928.0045166015625,11035,1920.9085693359375,11035,1544.379638671875,11035,1604.5611572265625,11035,1700.7550048828125,11035,1728.7750244140625
11036,1928.86962890625,11036,1939.56689453125,11036,1634.3006591796875,11036,1629.6318359375,11036,1755.2657470703125,11036,1795.6510009765625
11037,1942.808349609375,11037,1940.3681640625,11037,1630.8553466796875,11037,1627.2213134765625,11037,1788.4251708984375,11037,1796.0899658203125
11038,1981.5927734375,11038,1900.0345458984375,11038,1642.0098876953125,11038,1621.597900390625,11038,1826.6741943359375,11038,1788.2635498046875
11039,1963.4027099609375,11039,1926.6744384765625,11039,1622.0263671875,11039,1595.358154296875,11039,1814.734375,11039,1816.2269287109375
11040,1935.746337890625,11040,1937.203369140625,11040,1603.0433349609375,11040,1612.76025390625,11040,1767.038818359375,11040,1815.0572509765625
11041,1940.4771728515625,11041,1922.834716796875,11041,1607.7738037109375,11041,1616.0745849609375,11041,1771.7620849609375,11041,1775.2349853515625
11042,1994.377685546875,11042,1949.0787353515625,11042,1671.414794921875,11042,1655.939453125,11042,1826.914794921875,11042,1763.9124755859375
11043,1992.8292236328125,11043,1954.6290283203125,11043,1656.3287353515625,11043,1642.1746826171875,11043,1900.7130126953125,11043,1763.1502685546875
11044,1936.8109130859375,11044,1960.789794921875,11044,1670.538330078125,11044,1609.435791015625,11044,1845.2030029296875,11044,1741.05224609375
11045,1943.9395751953125,11045,1979.538818359375,11045,1641.676025390625,11045,1626.126953125,11045,1799.3848876953125,11045,1714.183837890625
11046,1920.8902587890625,11046,1977.5777587890625,11046,1649.7999267578125,11046,1617.4991455078125,11046,1775.25439453125,11046,1712.0225830078125
11047,1973.91015625,11047,2001.5333251953125,11047,1603.3560791015625,11047,1638.529052734375,11047,1739.2906494140625,11047,1753.364990234375
11048,1966.9212646484375,11048,1985.648681640625,11048,1617.787841796875,11048,1644.4010009765625,11048,1750.4498291015625,11048,1733.4736328125
11049,1955.2906494140625,11049,1959.7747802734375,11049,1625.41064453125,11049,1620.53515625,11049,1737.4129638671875,11049,1738.3563232421875
11050,1956.9034423828125,11050,1943.34228515625,11050,1619.197998046875,11050,1613.788818359375,11050,1706.0640869140625,11050,1731.7093505859375
11051,1980.354248046875,11051,1934.0870361328125,11051,1613.6368408203125,11051,1597.1781005859375,11051,1687.840087890625,11051,1747.513671875
11052,1910.6259765625,11052,1925.1676025390625,11052,1639.939453125,11052,1576.5916748046875,11052,1652.047119140625,11052,1752.423095703125
11053,1930.4119873046875,11053,1936.2813720703125,11053,1656.341796875,11053,1610.20263671875,11053,1641.632080078125,11053,1769.248046875
11054,1926.883056640625,11054,1943.7353515625,11054,1637.33642578125,11054,1634.1234130859375,11054,1659.1021728515625,11054,1747.527587890625
11055,1905.9427490234375,11055,1907.047607421875,11055,1620.66015625,11055,1620.9305419921875,11055,1759.1610107421875,11055,1718.3485107421875
11056,1893.4710693359375,11056,1884.299560546875,11056,1618.3883056640625,11056,1625.533935546875,11056,1792.52978515625,11056,1705.641357421875
11057,1922.492919921875,11057,1904.3585205078125,11057,1630.7314453125,11057,1605.666748046875,11057,1774.2147216796875,11057,1681.9691162109375
11058,1919.5732421875,11058,1905.6148681640625,11058,1640.8411865234375,11058,1619.39013671875,11058,1753.1207275390625,11058,1650.2598876953125
11059,1930.1185302734375,11059,1917.9678955078125,11059,1694.2734375,11059,1626.825927734375,11059,1711.38671875,11059,1623.09375
